file,time,var1,var2,var3,var4,var5,var6,var7,var8,var9,type
2,103,156,25536,19008,33867,15560,32400,1413,30979,7552,type3
2,103,162,11040,19632,38992,23501,32400,19312,23344,5488,type4
2,103,164,12240,18144,40021,22069,32400,725,39917,6064,type5
2,103,165,38768,34624,47907,30096,32416,4971,41157,15136,type2
2,103,166,29408,21312,31072,20557,32416,1659,25245,6064,type3
2,103,170,14848,14304,41613,23195,32400,824,39600,9888,type5
2,103,173,6448,12960,32339,15459,32416,16963,25675,0,type4
2,103,175,24032,15408,50747,34312,32400,6373,44963,16736,type2
2,103,176,6464,5104,34333,16931,32416,2000,38171,11440,type5
2,103,177,24992,25056,43149,25672,32416,2861,32509,7952,type5
2,103,179,6096,14400,30045,9981,32416,928,34675,16800,type5
2,103,184,17872,21024,37373,20504,32400,1536,27491,7616,type3
2,103,189,14080,19104,36507,18395,32400,2323,41848,16880,type2
2,103,202,17664,25008,50195,33632,32416,2843,39312,15120,type2
2,103,204,26528,23120,35827,20301,32416,30725,33683,7616,type4
2,103,209,30176,38064,40427,16157,32400,3333,27973,1296,type3
2,103,211,39488,32624,44320,28077,32416,2912,31757,8640,type5
2,103,215,13296,4704,38853,19949,32400,4800,38800,15792,type5
2,103,216,13952,4272,24523,0,32400,2957,25680,5856,type3
2,103,220,5072,8528,37480,18195,32400,1141,43832,16576,type2
2,103,225,18512,27552,31181,12451,32400,2019,28896,9504,type3
2,103,226,4960,144,36509,20957,32416,21635,28699,3904,type4
2,103,230,10928,16192,34648,18597,32400,1952,33360,13712,type5
2,103,235,20016,26736,31723,10989,32416,3301,33232,10176,type5
2,103,236,7936,9328,44107,27157,32416,1312,41603,19264,type2
2,103,247,17456,23664,30635,10077,32400,4789,33312,8400,type3
2,103,248,17504,23056,23547,605,32400,219,26341,6848,type3
2,103,253,31440,24432,35091,21973,32384,2675,31720,9040,type3
2,103,255,5056,11712,42888,22483,32400,1163,39789,11984,type5
2,103,256,31696,28656,46792,28005,32416,4739,48315,21600,type2
2,103,258,30656,32096,47427,29419,32400,2059,32773,5328,type5
2,103,259,20448,13904,28760,11349,32400,7293,17621,0,type4
2,103,261,7824,8496,40320,22603,32416,1792,43088,16448,type2
2,103,262,20272,28720,31349,14013,32400,2331,28336,5808,type3
2,104,263,22048,14688,27496,5933,32400,1400,27091,9376,type3
2,104,264,13584,17504,43267,25299,32400,5208,40944,11264,type5
2,104,265,16064,20112,40901,22080,32400,1339,33219,10192,type5
2,104,267,24800,29936,33187,15915,32400,293,28171,10256,type3
2,104,275,13328,8048,28963,12509,32400,741,40296,14864,type5
2,104,279,21344,19696,39216,19925,32400,3565,36061,8528,type5
2,104,282,18448,19984,50859,33245,32416,2136,46043,17728,type2
2,104,285,19984,13856,32987,17947,32400,13645,15512,8144,type4
2,104,286,25184,21648,36384,17421,32400,1885,35043,17280,type5
2,104,289,22144,25136,36883,19176,32400,12288,16077,5040,type4
2,104,291,7392,2656,24573,13851,32400,1459,32989,14352,type3
2,104,292,23376,30848,37675,20912,32400,1789,34523,11600,type5
2,104,293,28688,18528,26603,13253,32416,5139,18397,1456,type4
2,104,296,5456,6880,32016,19112,32416,2283,32933,14880,type5
2,104,298,9312,14368,37315,20632,32416,5584,44581,15552,type2
2,104,299,18320,10384,30267,12379,32416,3149,36027,10032,type5
2,104,303,24096,30112,37549,20621,32400,3440,30013,13504,type5
2,104,304,20736,20320,31339,13811,32416,13035,16165,0,type4
2,104,305,33696,24416,32912,10611,32400,1328,22899,288,type3
2,104,311,17216,20336,34011,15643,32416,2792,33360,10592,type5
2,104,313,17776,25904,25405,6984,32400,2189,27261,4960,type3
2,104,315,26000,17328,23432,5325,32400,2803,26731,10144,type3
2,104,316,19088,25456,38597,22317,32400,1843,29475,2784,type3
2,104,321,4128,10800,38768,21509,32416,24187,27640,4512,type4
2,104,326,22672,24032,33347,14445,32416,2581,28624,7056,type3
2,104,329,4960,9952,38341,20387,32416,677,42648,12224,type5
2,104,331,4736,11664,31637,14859,32400,11573,16693,6592,type4
2,104,335,17040,19504,42333,24629,32416,373,37243,16480,type5
2,104,338,41888,50208,56123,42027,32432,7048,54352,27120,type2
2,104,341,4400,11936,26952,10043,32400,14363,15008,7376,type4
2,104,344,30352,22128,32496,12755,32400,859,34779,9584,type5
2,104,348,5792,448,40192,22664,32400,1507,38965,15936,type5
2,104,349,6800,10464,37675,20968,32416,1549,42741,17264,type2
2,104,353,8992,864,13405,888,32400,2213,12256,2800,type3
2,104,354,28400,22448,32888,13579,32400,1973,30053,9760,type3
2,104,357,5344,9008,40499,24469,32416,2141,44045,13536,type2
2,104,358,24624,20576,29589,12779,32400,1891,37568,11408,type5
2,104,362,12128,8880,41963,24237,32416,2184,41072,17472,type2
2,104,366,15696,19296,36752,20867,32400,3867,28272,8400,type3
2,104,369,11072,10768,32813,12296,32416,3131,41464,13056,type5
2,104,370,25744,33072,34739,14173,32400,1139,30008,8640,type3
2,104,371,20960,12480,35467,16976,32400,2216,36528,10832,type5
2,104,374,8864,1248,10211,0,32400,8357,14312,0,type4
2,104,379,18928,26768,35875,17107,32400,3256,28600,6928,type3
2,104,381,10224,12032,43899,28291,32416,957,43189,14976,type2
2,104,382,23456,20928,30464,17400,32416,245,27360,0,type3
2,104,384,24304,24912,32280,14765,32400,2163,24187,2848,type3
2,104,387,29104,19712,30320,13424,32384,483,20061,3536,type3
2,104,388,22976,31888,34165,17747,32416,1411,24171,2112,type3
2,104,395,23984,17808,38616,20208,32416,2904,39453,12048,type5
2,104,398,6816,7216,32931,14432,32416,1597,31613,10224,type3
2,104,402,5312,1632,39059,21304,32400,693,44027,14512,type2
2,104,407,23120,23184,33419,13443,32416,1203,36763,14720,type5
2,104,413,5808,13568,37136,19616,32416,1997,40141,8128,type5
2,104,418,6976,1104,42291,23440,32416,2075,44904,17248,type2
2,104,420,20384,23088,50963,36755,32416,6059,56541,28608,type2
2,104,424,5056,4784,40021,23336,32400,2541,38891,14864,type5
2,104,425,23360,27600,32624,14981,32400,1467,33411,10064,type5
2,104,426,18160,19040,42112,24565,32400,1485,39349,12688,type5
2,104,428,4224,1984,37611,19147,32416,2285,43008,14848,type2
2,104,431,16576,19968,54003,36675,32416,4421,54891,26624,type2
2,104,433,9168,2112,38027,21936,32416,20832,20925,640,type4
2,104,435,10528,17664,35296,16056,32416,1731,39579,14240,type5
2,104,442,21392,28176,33773,17229,32400,1461,25880,848,type3
2,104,444,14128,17264,38603,21992,32400,3133,37165,9728,type5
2,104,451,26528,23520,45949,30261,32416,4744,49179,21632,type2
2,104,453,23136,29872,32032,11317,32400,2872,32888,6576,type3
2,104,455,16640,15552,39133,20704,32416,2712,34952,8768,type5
2,104,457,29040,23472,52816,38152,32416,10723,62893,37568,type2
2,104,461,6864,2432,38269,19691,32416,1696,42453,15840,type2
2,104,462,9136,5808,34037,23080,32400,2125,36232,8176,type5
2,104,465,20832,14320,23813,6328,32400,11928,15573,1824,type4
2,104,466,21088,25504,32797,13355,32400,963,29240,4224,type3
2,104,467,22032,30736,35683,16744,32400,2467,28147,6672,type3
2,104,471,24032,20864,50208,32347,32400,3805,44013,19360,type2
2,104,478,23696,21680,35525,17331,32400,859,35520,15264,type5
2,104,480,18816,17808,33816,13672,32400,2181,31304,2688,type3
2,104,482,27776,17696,26771,3344,32416,1509,31136,7424,type3
2,104,485,16160,12512,38416,20179,32432,33291,37397,14864,type4
2,104,494,21376,12848,40323,23891,32400,3059,37171,12944,type5
2,104,495,5888,5520,44341,28976,32400,1336,41952,14960,type2
2,104,498,6928,3856,44133,26035,32400,3013,41581,11872,type2
2,104,499,7632,11376,18736,9611,32416,11741,23013,8384,type4
2,104,511,16576,11920,43603,27013,32400,2069,50141,21472,type2
2,104,515,7120,5520,39525,21813,32416,776,43832,14208,type2
2,104,517,25600,16560,28787,9997,32432,1811,28221,9552,type3
2,104,519,24128,24992,39173,22171,32400,3317,31805,5920,type3
2,104,525,9440,1904,35027,16915,32400,1317,38227,14400,type5
2,104,527,3856,12864,38837,18944,32400,171,38147,12160,type5
2,104,528,18736,18384,32976,13603,32416,1624,35077,9168,type5
2,104,529,29504,34112,39827,25968,32400,1691,28408,9472,type3
2,104,531,5312,4576,39557,21653,32400,2304,45309,14496,type2
2,104,534,5008,6704,41264,24853,32416,8691,38347,16704,type2
2,104,538,4928,10224,39096,22869,32432,28360,31048,4832,type4
2,104,539,4208,13296,30024,14187,32416,1293,36123,11904,type5
2,104,544,19920,20640,32597,14685,32400,1949,36579,12336,type5
2,104,545,26976,19408,26568,6803,32400,7808,9213,0,type4
2,104,546,24032,15120,42160,24699,32432,18587,36659,12032,type4
2,104,548,6608,8688,39507,21011,32400,3133,46288,14656,type2
2,104,555,4080,5248,37659,23752,32400,3117,40397,16944,type5
2,104,564,19520,22496,36669,17213,32400,1568,35621,13072,type5
2,104,567,26080,24976,45341,24955,32416,1403,36941,12800,type5
2,104,568,15824,7360,14717,0,32400,6053,7904,0,type4
2,104,575,5776,4144,37867,21829,32400,1320,44131,17952,type2
2,104,577,4672,11968,30475,13501,32400,18861,19365,2976,type4
2,104,578,19056,23296,35872,17275,32400,3213,36280,5056,type5
2,104,581,33840,23696,34107,14821,32400,1821,24549,14400,type3
2,104,585,15264,13664,45837,26821,32432,3907,42035,15280,type2
2,104,589,27744,20928,30909,12907,32400,17077,14501,5008,type4
2,104,596,33072,24288,36259,17789,32400,1848,32035,6704,type3
2,104,602,4768,1344,38632,23944,32400,1805,41277,11088,type5
2,104,603,19984,27392,38235,19181,32416,2192,36507,11424,type5
2,104,604,5232,8096,31901,15947,32416,29816,27691,9360,type4
2,104,605,5168,1680,39563,21877,32400,2699,46816,17264,type2
2,104,608,6464,4208,33448,17389,32400,2195,41723,12800,type5
2,104,610,6512,12528,38957,23403,32416,13843,24259,5856,type4
2,104,613,29856,20272,28469,4728,32400,3789,28579,12496,type3
2,104,615,19888,28720,48904,31757,32400,5651,40387,10208,type2
2,104,618,13008,21504,23739,5131,32400,1547,17109,1552,type3
2,104,619,35056,26160,35192,15472,32400,331,23555,10432,type3
2,104,620,4832,9792,32725,16016,32400,2101,43219,17344,type5
2,104,626,12000,2000,38683,23600,32400,20395,24853,6208,type4
2,104,627,13968,23808,35651,17261,32432,1467,38605,10592,type5
2,104,628,24960,21632,30792,15693,32400,2104,27947,1952,type3
2,104,630,18256,24176,34419,17093,32400,1880,37472,8016,type5
2,104,632,5248,464,13301,0,32400,1989,12067,0,type3
2,104,633,4624,2512,36576,21293,32416,21461,24619,7200,type4
2,104,634,21600,18896,45507,27717,32400,9171,43016,17616,type2
2,104,635,6320,192,10744,0,32400,1664,17504,0,type3
2,104,636,19488,25184,36333,15869,32416,2427,37797,8960,type5
2,104,638,5040,3360,13496,7515,32400,4915,13029,3232,type3
2,104,639,7568,1456,29701,16571,32416,18019,25533,0,type4
2,104,646,21344,31184,37955,17864,32400,1267,34563,6848,type5
2,104,647,5552,11232,43696,24229,32400,3160,40955,15712,type2
2,104,650,24880,16048,28720,12520,32400,2187,27659,14944,type3
2,104,652,24240,22496,31283,13560,32400,1267,25291,11232,type3
2,104,653,23856,30512,33109,16275,32416,1221,27072,8304,type3
2,104,654,15888,6176,38832,20245,32400,1899,42936,12400,type5
2,104,660,13456,22784,35896,20421,32416,17301,26096,3920,type4
2,104,661,15152,18416,36440,19019,32400,1328,36837,10416,type5
2,104,664,29696,24208,33717,19560,32400,9339,16467,6592,type4
2,104,666,16800,16736,34957,17651,32400,3256,39869,16640,type5
2,104,667,7136,2096,37229,21816,32416,21024,26584,2736,type4
2,104,668,18208,24624,31888,13824,32416,2949,32035,4896,type3
2,104,669,29504,21328,28947,7667,32432,2200,19469,5808,type3
2,104,673,26240,30288,35509,18699,32400,1096,30045,6832,type3
2,104,684,4560,12512,39712,23405,32400,2488,36005,13488,type5
2,104,686,21552,30192,33307,18445,32416,14245,21195,0,type4
2,104,688,28688,29920,38165,20712,32400,2219,33365,13456,type5
2,104,690,15824,18784,21173,4685,32400,10229,15109,0,type4
2,104,691,8064,11856,38208,20136,32416,1445,37344,10048,type5
2,104,696,36400,33200,49397,32757,32400,2851,36299,9776,type5
2,104,698,24800,15056,34384,17352,32416,3195,35413,15968,type5
2,104,700,17328,16160,51160,33512,32400,4032,46592,17392,type2
2,104,704,7344,13680,37451,19072,32400,1208,39891,13104,type5
2,104,710,20032,17584,35592,18293,32400,2035,34845,8944,type5
2,104,712,18352,20688,28901,10488,32400,2717,27832,13104,type3
2,104,713,6416,1936,37141,22760,32400,1211,41984,14096,type5
2,104,716,22624,20656,33437,17120,32400,13115,16883,320,type4
2,104,718,28160,23056,32797,15819,32400,3904,18701,0,type3
2,104,719,19312,23648,35525,18096,32400,14515,26069,976,type4
2,104,725,7040,16752,19909,2251,32416,1987,17213,1984,type3
2,104,738,15664,22272,30605,13736,32400,5267,10840,0,type4
2,104,744,4336,256,24728,6936,32400,1696,30893,3696,type3
2,104,746,15264,17152,29139,13213,32416,5925,17576,0,type4
2,104,748,21616,29984,32093,16701,32416,1741,23952,3824,type3
2,104,749,14960,10560,37925,23600,32416,1355,19739,2704,type3
2,104,752,22128,31760,32931,18291,32416,2371,28899,8528,type3
2,104,753,19760,23824,35933,17859,32416,1501,35440,9776,type5
2,105,761,5536,4144,40909,22363,32400,387,44419,18848,type2
2,105,763,5936,7424,39541,23677,32416,2760,46221,16080,type2
2,105,765,13936,10304,42400,24605,32400,1984,39240,11952,type5
2,105,766,5664,14720,42173,25603,32400,2253,40059,16016,type2
2,105,768,22080,24592,35547,18035,32400,1429,27952,10096,type3
2,105,770,5088,1296,38355,20792,32400,2048,46000,18672,type2
2,105,773,29264,27184,39584,22232,32400,2653,25253,5776,type3
2,105,774,24336,14768,46835,31544,32416,5533,58893,31536,type2
2,105,777,29152,22448,37035,18251,32400,51,35168,1328,type3
2,105,782,15600,25056,32877,16691,32416,14856,14869,0,type4
2,105,783,19088,28256,34216,17507,32400,2848,28800,7456,type3
2,105,785,5232,11088,42083,24187,32400,3733,45061,14640,type2
2,105,791,26352,21872,29389,9139,32400,1856,22773,4928,type3
2,105,793,35664,29584,49904,33392,32448,2291,40163,13888,type2
2,105,796,5024,8688,32736,17213,32400,9083,20344,4496,type4
2,105,799,7776,11888,36024,20232,32400,14056,22917,2768,type4
2,105,801,18016,25472,37664,18968,32400,1069,18136,0,type3
2,105,808,7952,10448,43464,26427,32416,1400,44355,16016,type2
2,105,810,6784,1856,38891,21179,32400,3032,47019,20272,type2
2,105,812,24864,22368,35013,16221,32400,2843,31141,8416,type3
2,105,814,23728,28208,32336,12912,32416,1163,27499,4256,type3
2,105,816,20000,24768,31912,14360,32416,12560,12515,5344,type4
2,105,817,25040,21520,29328,8512,32384,856,27451,4992,type3
2,105,819,30976,23824,37475,22277,32416,3059,27928,1248,type3
2,105,820,9312,12528,38629,20477,32400,2275,39419,19712,type2
2,105,823,5856,2320,31853,16341,32400,15904,20235,7472,type4
2,105,826,24176,27696,32397,13760,32416,1051,31709,9520,type3
2,105,830,11632,19376,34741,19955,32416,20323,23005,4896,type4
2,105,832,25888,20816,31605,14931,32400,1979,27589,7376,type3
2,105,833,3088,10736,40440,23691,32416,2392,43501,11040,type5
2,105,834,25152,28768,34496,14715,32400,1909,28608,10208,type3
2,105,836,7424,5456,43008,25499,32400,1533,41872,13648,type2
2,105,840,25376,21040,34819,8923,32400,12187,18971,416,type4
2,105,843,18928,20608,38925,19781,32400,2365,34288,12368,type5
2,105,845,26672,22592,38595,20901,32416,25640,26083,1440,type4
2,105,849,8272,8048,45971,29040,32416,26611,32155,3968,type4
2,105,850,7152,1392,32595,16480,32400,2440,41885,12096,type5
2,105,851,29680,19600,32251,17077,32400,3408,35208,10640,type5
2,105,859,27664,19152,34595,15856,32400,2344,34715,11808,type5
2,105,866,6832,14560,20323,8104,32416,1944,16381,18864,type3
2,105,868,5072,9808,36907,20957,32400,20595,25045,0,type4
2,105,870,5440,14912,43941,26341,32400,1829,42208,15952,type2
2,105,872,21696,15216,26333,7912,32400,4981,12165,0,type3
2,105,876,15984,23104,38021,21624,32432,1827,38251,12800,type5
2,105,880,24400,26048,35637,15835,32400,2693,31088,8512,type3
2,105,883,5376,5088,42757,25880,32432,32579,36789,13408,type4
2,105,884,27520,19376,31267,12757,32400,1243,26955,1680,type3
2,105,889,16960,23504,38944,21955,32416,2653,42656,14352,type2
2,105,891,21456,29568,30128,12051,32400,979,25928,4448,type3
2,105,897,4544,2832,36733,23504,32400,1587,61312,32224,type2
2,105,902,22560,28272,36715,19115,32416,9899,23955,0,type4
2,105,905,4560,368,31363,20075,32400,17237,19429,7104,type4
2,106,909,3328,12992,31059,12208,32400,3464,37832,11712,type5
2,106,926,9680,11520,47808,28944,32400,1837,43973,15344,type2
2,106,931,3680,12112,40955,24120,32416,2035,43075,14704,type2
2,106,938,6096,2240,39224,22672,32400,2000,43296,14000,type2
2,106,939,18976,20432,37536,18584,32400,2147,36245,11376,type5
2,106,942,4880,10144,33424,17808,32400,12435,17656,5008,type4
2,106,944,26080,17024,22867,963,32416,1061,17859,8960,type3
2,106,951,3040,4352,39603,23760,32400,2787,42552,12672,type5
2,106,952,6576,12288,38645,21760,32400,20608,26715,1648,type4
2,106,958,10016,5856,27115,13317,32416,2376,36733,13952,type5
2,106,959,21376,14384,35640,17101,32400,1677,35477,6192,type5
2,106,961,29664,22656,31387,11173,32416,2635,25357,0,type3
2,106,962,12864,5888,42664,24408,32400,1517,39232,17920,type2
2,106,964,6032,1488,39571,20968,32400,1784,42112,12048,type5
2,106,966,26880,21888,34048,18685,32416,3208,36296,13664,type5
2,106,971,4400,1232,38693,21616,32400,965,43131,20512,type2
2,106,972,5728,6464,41029,24253,32400,4179,47365,19904,type2
2,106,974,16336,26112,33429,16152,32416,12739,11128,0,type4
2,106,984,29488,21792,30115,10856,32400,3075,28611,0,type3
2,106,986,14224,8800,37261,18725,32400,1808,43285,10960,type5
2,106,989,5792,13920,39784,22144,32416,2211,41803,12864,type5
2,106,991,24080,25728,35781,15528,32400,1568,35077,10256,type5
2,106,993,22544,26336,35955,16592,32416,1096,33408,14176,type5
2,106,994,9120,18080,36509,21880,32400,13485,22995,2432,type4
2,106,995,24672,30624,36171,21912,32400,1043,33915,7424,type5
2,106,998,30080,24832,36176,16616,32400,2416,33845,11200,type5
2,106,1005,4656,2272,38421,21061,32400,3624,43043,16192,type2
2,106,1009,4128,400,37032,19384,32400,1944,44640,15648,type2
2,106,1011,21232,13424,26096,4336,32400,1317,19880,5536,type3
2,106,1012,6672,1072,18421,1869,32400,3141,13365,1696,type3
2,106,1018,16320,23280,34651,16763,32400,16032,22595,0,type4
2,106,1024,17808,10240,36293,17408,32400,1277,34147,12352,type5
2,106,1027,28112,20912,30389,10459,32416,8728,20368,1040,type4
2,106,1029,23264,17504,38755,17653,32400,4525,34125,11904,type5
2,106,1031,4128,3088,38093,19141,32416,2261,41752,15600,type2
2,106,1032,27408,24880,36496,17045,32400,4856,30083,8208,type3
2,106,1033,23280,13440,24051,6248,32400,5627,11352,0,type4
2,106,1034,13056,10928,36496,17413,32400,3296,45301,17792,type2
2,106,1036,25056,20720,28003,8603,32416,1256,24387,11296,type3
2,106,1037,32208,22080,45192,26547,32400,2507,43075,13744,type2
2,106,1050,16288,18992,36699,18912,32400,2291,39581,13360,type5
2,106,1052,11360,8912,39643,22003,32400,4013,45763,17120,type2
2,106,1058,25584,16272,23680,4400,32400,1523,18661,4592,type3
2,106,1060,6128,2592,39600,22365,32400,1443,43885,16400,type2
2,106,1064,10128,2608,38723,21800,32400,1621,43160,19616,type2
2,106,1065,7136,3648,36720,20768,32432,17003,19923,5504,type4
2,106,1068,6496,4880,23848,216,32400,1384,23603,272,type3
2,106,1069,18992,25984,32619,14427,32400,523,37464,12352,type5
2,106,1077,16864,25104,24205,4859,32400,1861,23440,0,type3
2,106,1086,9200,2064,27947,13677,32400,1920,34181,13472,type5
2,106,1089,6480,11456,21936,11179,32400,995,17691,4656,type3
2,106,1090,24992,17952,37096,19059,32416,1531,35179,9088,type5
2,106,1102,5232,3248,30645,14013,32400,648,15016,976,type3
2,106,1103,28352,23536,34523,17483,32416,2400,22963,2032,type3
2,106,1109,6592,7712,39227,21813,32400,3349,38483,11392,type5
2,106,1110,18432,22976,31608,11467,32400,1984,27323,0,type3
2,106,1112,20256,21584,33979,17776,32400,10568,17709,0,type4
2,106,1113,4096,1552,20749,2616,32400,1768,13325,0,type3
2,106,1114,24176,22608,36349,17355,32400,1315,37064,11024,type5
2,106,1115,24640,20400,36917,16995,32416,1973,36317,8192,type5
2,106,1120,25120,28544,33912,17579,32432,14520,14475,3824,type4
2,106,1121,28208,18896,30805,9891,32400,3344,31336,6496,type3
2,106,1122,14560,11920,45363,28579,32416,3421,33547,8736,type5
2,106,1123,20784,22352,34461,16819,32432,779,44469,18352,type2
2,106,1141,5328,8912,42248,27461,32400,2667,44243,17952,type2
2,106,1143,4784,13504,16968,672,32400,6547,30571,7968,type3
2,106,1145,5984,1264,39112,22624,32416,3619,44419,19168,type2
2,106,1148,20320,12352,30781,14165,32400,1859,30795,4480,type3
2,106,1149,25184,30544,34549,13093,32384,1603,27053,8672,type3
2,106,1150,11872,19488,20965,3848,32400,1779,20597,4368,type3
2,106,1152,19600,27328,41603,23779,32400,869,37325,6832,type5
2,106,1153,21952,24208,33205,14699,32400,1776,29168,1456,type3
2,106,1154,11744,19888,25272,8592,32416,9461,15755,0,type4
2,106,1155,5712,112,37339,21523,32400,14584,20312,2784,type4
2,106,1157,16384,25664,38469,18627,32400,3347,35664,14336,type5
2,106,1158,24384,23424,33600,15408,32400,1496,22480,5792,type3
2,106,1167,19792,16592,26035,8291,32400,6480,9179,0,type4
2,106,1168,6048,1504,39795,23443,32416,2472,42379,14032,type2
2,106,1171,5216,1088,31408,16189,32400,22965,30328,11536,type4
2,106,1172,31936,21952,32395,20056,32400,861,25635,7136,type3
2,106,1175,15024,24464,32709,14125,32400,3955,30808,6800,type3
2,106,1181,26112,25824,42341,23760,32416,1784,30112,11008,type5
2,106,1184,4784,13952,41901,23584,32416,557,44304,17440,type2
2,106,1185,6592,5696,39960,23680,32416,2075,44773,17552,type2
2,106,1187,24800,17024,32515,13941,32400,2088,33832,9984,type5
2,106,1189,21936,31456,29579,12584,32400,821,25416,3840,type3
2,106,1192,30000,25552,36464,20619,32400,2072,28957,13952,type5
2,106,1193,24992,16880,29544,9395,32400,1024,32544,13360,type5
2,106,1195,5376,864,16443,160,32400,1955,12643,0,type3
2,106,1197,20400,17104,37128,17069,32400,1555,38435,11056,type5
2,106,1204,3840,9184,11693,123,32400,2621,12883,4704,type3
2,106,1205,22640,30128,31051,12739,32400,1549,28883,2320,type3
2,106,1211,24592,16656,35384,17619,32400,2379,36099,10960,type5
2,106,1212,6960,2192,29155,5293,32400,2733,25928,7104,type3
2,106,1215,20928,29840,36139,18589,32400,2675,33256,8544,type5
2,106,1217,25920,16608,29392,8763,32400,3333,31219,10864,type3
2,106,1220,5952,64,27883,15480,32400,1600,40293,11312,type5
2,106,1224,5344,3728,38149,21608,32416,17165,27339,0,type4
2,106,1228,29760,23248,36720,18653,32400,2504,39011,12096,type5
2,106,1229,13968,12784,40995,22629,32416,1707,41747,13536,type2
2,106,1230,23728,14192,20677,2861,32400,2272,20323,0,type3
2,106,1231,9008,9888,41277,23088,32416,1227,44061,17232,type2
2,106,1232,13920,22880,23064,7837,32400,2189,12368,0,type3
2,106,1234,5600,48,35677,16219,32400,1147,39544,12720,type5
2,106,1238,4064,5056,38280,21328,32400,1741,41165,13008,type5
2,106,1240,7744,6672,44661,26080,32400,2104,39480,13072,type2
2,106,1245,24672,17856,30496,9973,32400,4832,29736,8912,type3
2,106,1250,22160,19504,35755,17955,32416,1987,41355,9248,type5
2,106,1254,22608,23824,50043,32664,32416,4776,50413,19872,type2
2,106,1256,34720,40960,46405,25317,32416,2160,38224,12384,type5
2,106,1258,22112,18384,44813,25595,32400,2376,39277,13728,type2
2,106,1259,35168,31456,44872,26864,32400,3869,33925,9024,type5
2,106,1263,8960,4624,36920,22909,32400,1757,41357,12304,type5
2,106,1264,15536,6416,37176,18045,32400,2043,39480,15136,type5
2,106,1266,24512,21664,30197,10816,32400,3419,30384,6512,type3
2,106,1268,23040,13408,35536,16032,32416,2192,34275,11712,type5
2,106,1272,25808,33984,40555,21851,32400,1653,44024,15264,type2
