file,time,var1,var2,var3,var4,var5,var6,var7,var8,var9,type
4,284,312,12800,7440,34867,20837,32400,13800,20944,0,type4
4,284,313,24224,25168,33285,13984,32400,1717,32981,8944,type3
4,284,315,32064,26992,35744,21987,32416,264,28181,4432,type3
4,284,316,4336,7392,38200,17861,32384,1573,37917,11952,type5
4,284,319,28192,21920,43533,26805,32400,1043,36901,13200,type5
4,284,324,31120,22768,37013,23304,32416,1773,33488,11200,type5
4,284,330,24864,27184,34296,17843,32400,11483,17117,2208,type4
4,284,345,19968,15984,38259,22587,32416,3035,34168,11504,type5
4,284,346,8912,17104,38512,23957,32416,2883,42669,19648,type2
4,284,349,8800,3040,19979,3189,32400,1213,20837,1728,type3
4,284,357,9296,1568,35997,21011,32400,693,38995,10080,type5
4,284,361,26272,24720,40064,22565,32400,1989,32821,5168,type5
4,284,367,18576,22464,35011,17363,32400,15200,20931,7824,type4
4,284,370,30688,25264,33765,15141,32400,712,26464,7152,type3
4,284,376,20960,28496,28717,10421,32400,1576,28928,3456,type3
4,284,379,28640,33168,51091,33619,32416,2736,42485,15216,type2
4,284,384,21488,30896,30739,13949,32400,6968,13773,5568,type4
4,284,385,9792,11072,46795,30136,32416,1067,48544,17776,type2
4,284,389,26192,17920,29619,9832,32400,2163,25131,6576,type3
4,284,393,10720,10544,36147,20072,32400,20677,25171,5536,type4
4,284,394,16992,8128,37859,20171,32416,16632,25576,5152,type4
4,284,397,14032,5664,40531,22229,32400,2088,42757,16160,type2
4,284,398,7984,6816,43797,26216,32400,1869,45829,14752,type2
4,284,401,20128,15488,27667,4629,32400,288,27720,4656,type3
4,284,402,11312,16176,16221,888,32400,2232,21891,5216,type3
4,284,403,12528,12208,45427,29349,32416,896,46104,17488,type2
4,284,405,13536,21824,38907,20997,32400,1728,36117,3968,type5
4,284,410,23488,17280,25691,9160,32400,939,19291,5712,type3
4,284,411,6304,7408,44979,26784,32400,1888,38963,5536,type5
4,284,412,16240,15424,25235,6941,32416,1131,16557,0,type3
4,284,413,23520,15472,23931,4227,32416,8032,15299,3744,type4
4,284,419,5328,240,14496,40,32400,1792,12040,0,type3
4,284,427,38832,48608,53349,41896,32416,11941,33637,9760,type5
4,284,428,20624,27072,34093,15829,32416,3784,33675,12832,type5
4,284,429,5264,8064,39069,21320,32400,856,44789,19328,type2
4,284,434,5984,2992,33451,17357,32400,16941,25429,2592,type4
4,284,438,19088,20400,28259,12635,32400,7208,10299,1072,type4
4,284,440,29040,29616,39872,22448,32400,1131,29875,4896,type3
4,284,443,19264,17648,53901,37840,32432,6277,52235,25808,type2
4,284,446,29232,28080,40571,19453,32400,939,35224,14256,type5
4,284,450,17648,21344,36245,20219,32448,21632,23501,7440,type4
4,284,454,7552,1200,38216,19528,32400,2083,43157,16128,type2
4,284,455,26416,23088,33747,18709,32400,3179,33235,0,type3
4,284,459,5296,3552,30672,15861,32432,21669,20539,5520,type4
4,284,460,22912,30736,36525,18981,32416,2835,32821,9824,type5
4,284,464,19488,26480,28427,6928,32400,2344,31864,10656,type3
4,284,468,16928,21984,25032,9728,32416,6032,10045,4592,type4
4,284,470,6928,10384,29333,13216,32400,11747,13680,0,type4
4,284,474,14112,13552,39720,24773,32416,664,41176,19472,type2
4,284,479,21392,27952,29736,9992,32400,1432,24253,0,type3
4,284,487,9680,5024,35645,16827,32384,1301,34600,10816,type5
4,284,490,23616,20192,32291,15691,32416,784,30949,9440,type3
4,284,493,5312,6784,37117,21328,32416,17339,19037,0,type4
4,284,494,47616,44240,61608,46293,32416,11688,64560,38512,type2
4,284,497,4080,8608,40253,24688,32400,1653,41808,11088,type5
4,284,498,33968,29344,46355,26717,32400,3019,49568,23792,type2
4,284,500,11456,16144,35117,16317,32416,2200,30155,8624,type3
4,284,501,19840,16096,31336,12992,32400,2432,30117,7344,type3
4,284,507,30272,35376,41141,23744,32416,2208,17475,6368,type3
4,284,508,19872,14912,26515,8520,32400,571,13819,0,type3
4,284,510,9136,15344,47256,27656,32400,2944,40403,14096,type2
4,284,517,28928,22160,30619,12845,32400,3077,22733,2176,type3
4,284,525,22480,17200,24003,2757,32400,2696,23848,4816,type3
4,284,532,8992,18688,15795,2048,32400,6699,12493,2864,type4
4,284,533,21216,26320,32387,11800,32400,1795,31147,5664,type3
4,284,535,5104,2848,38240,22019,32400,1565,41229,10944,type5
4,284,538,9184,320,24645,9696,32416,17480,23219,0,type4
4,284,539,10560,6976,31928,17621,32400,1995,46029,15616,type5
4,284,540,38128,46704,57317,41675,32416,9008,61659,34160,type2
4,284,545,22416,29168,32205,15291,32400,1301,26672,3376,type3
4,284,547,12240,5616,37467,21163,32400,16549,17800,2208,type4
4,284,549,4368,13840,40547,24171,32400,1845,41576,15712,type2
4,284,550,3760,8192,16861,715,32400,1691,12288,48,type3
4,284,552,18864,28112,27235,11429,32400,1907,18859,4480,type3
4,284,554,14912,7008,38139,20168,32400,2683,38741,12464,type5
4,284,557,6032,12688,16755,1272,32400,9427,17768,0,type4
4,284,561,4960,6384,12027,0,32400,1552,19435,0,type3
4,284,566,25744,18800,29077,9544,32400,1683,31027,7632,type3
4,284,572,16736,19536,34827,16043,32400,2227,40200,8816,type5
4,284,581,16864,18832,54211,38115,32416,5768,57101,29760,type2
4,284,584,6800,5328,34691,18211,32400,1789,41579,10720,type5
4,284,585,31168,23520,36571,21819,32416,1128,28765,9616,type3
4,284,586,29712,36608,45349,25536,32416,4717,34379,11008,type5
4,284,591,38736,33376,45912,27411,32400,1376,19205,0,type3
4,284,595,40384,32656,45280,25765,32400,2429,41459,16976,type2
4,284,597,15296,14976,20597,3013,32400,16347,9584,4144,type4
4,284,601,10480,17744,49075,30680,32432,3803,54251,23376,type2
4,284,607,5792,800,38256,20749,32400,3373,46456,17856,type2
4,284,608,5344,9312,40803,25229,32416,2560,44131,17440,type2
4,284,611,19952,18400,34195,14280,32400,4184,32683,3664,type3
4,284,615,16544,11120,40563,23720,32400,1173,35208,8816,type5
4,285,617,5216,5104,34587,15275,32400,1557,40576,16480,type5
4,285,619,28784,24768,34571,12251,32400,1803,31941,6160,type3
4,285,622,29104,29920,40251,23917,32400,2101,33901,9568,type5
4,285,624,27264,21328,38707,21491,32400,4752,22336,0,type3
4,285,634,18048,22896,26253,7603,32416,1821,22413,0,type3
4,285,636,15216,13136,30741,13952,32416,14416,26560,6048,type4
4,285,637,19616,15280,32792,12395,32400,1533,33600,6160,type3
4,285,638,22320,30224,30800,11349,32400,1693,28224,11360,type3
4,285,639,19088,24256,26869,4899,32400,880,29717,12416,type3
4,285,642,5808,3712,40949,25061,32416,2091,44173,14592,type2
4,285,646,3856,1728,38923,23293,32400,14936,23899,2640,type4
4,285,648,12848,7440,38344,18909,32416,2499,42920,17680,type2
4,285,651,36640,44960,50603,30637,32416,2165,43851,19088,type2
4,285,657,12720,3664,36021,20288,32416,20752,27160,3280,type4
4,285,658,4144,8992,39133,19760,32416,808,41709,15408,type2
4,285,659,21840,30592,46605,29920,32400,2472,38728,15712,type2
4,285,661,29472,21312,29024,10037,32400,1213,29128,3888,type3
4,285,667,24640,34288,36221,22237,32400,1584,30472,3344,type3
4,285,668,30704,37168,63696,51363,32432,45323,64752,43712,type1
4,285,670,25936,25472,37403,16893,32400,1976,34115,11440,type5
4,285,676,9328,14864,38472,21541,32400,309,38461,10896,type5
4,285,677,17072,26336,23339,7907,32400,6941,7616,1392,type4
4,285,678,12576,20064,22173,5429,32400,6125,14389,0,type4
4,285,691,24432,30576,33683,15125,32400,2763,29688,3136,type3
4,285,693,22080,13408,32080,18605,32400,11296,20125,272,type4
4,285,697,5184,9888,11819,0,32400,2088,13181,0,type3
4,285,699,5088,3328,34229,16445,32400,1077,44080,16752,type2
4,285,706,28304,21808,51592,36013,32416,13643,55717,28752,type2
4,285,708,4496,12064,11360,0,32384,5083,4851,0,type4
4,285,711,20288,12752,20789,10672,32416,603,25437,6064,type3
4,285,716,8480,16448,16933,1021,32400,1240,13648,0,type3
4,285,719,13248,22976,20427,5061,32400,7016,13261,1520,type4
4,285,722,12544,19344,33765,15677,32416,3499,39957,8560,type5
4,285,723,6128,6928,41339,22952,32400,2573,45749,15872,type2
4,285,724,23200,30176,38683,19632,32416,2395,32984,11184,type5
4,285,725,21936,17312,35096,16245,32400,2371,37029,15568,type5
4,285,729,13344,15568,37971,20405,32400,1483,42541,12512,type5
4,285,732,20272,23312,36885,17413,32400,1952,30872,6048,type3
4,285,739,28544,21728,33837,15259,32400,2232,32832,8112,type3
4,285,743,11744,7040,43181,25533,32400,1667,43347,15744,type2
4,285,747,18656,27920,32635,15667,32400,563,26224,6352,type3
4,285,748,7952,9488,41341,25605,32400,2149,38275,15984,type5
4,285,750,24272,34240,36109,19381,32400,1843,27083,848,type3
4,285,753,4256,8480,37072,19264,32432,2269,41661,17392,type2
4,285,759,29840,38144,52717,34467,32400,1992,49949,22560,type2
4,285,760,11408,19088,32848,16272,32400,331,36147,9808,type5
4,285,763,26544,35504,38427,19813,32400,1917,31685,12112,type5
4,286,770,35120,26864,36069,20603,32400,1155,31179,3936,type3
4,286,779,28224,23264,32117,10731,32416,2128,27485,0,type3
4,286,781,18416,16880,32051,12552,32400,2819,37131,12368,type5
4,286,783,7792,14752,39520,22693,32432,4149,42227,13264,type5
4,286,788,13712,8144,36168,17733,32416,1568,39275,6912,type5
4,286,789,10816,3040,36896,17776,32416,2152,37491,13264,type5
4,286,800,18624,24272,35333,19515,32400,12685,14808,2000,type4
4,286,801,21072,22752,36232,19312,32400,1291,27171,8672,type3
4,286,804,14320,18608,27568,11045,32400,10989,18277,176,type4
4,286,807,6816,4032,12125,189,32400,1544,29416,5840,type3
4,286,811,4528,14080,31563,16141,32400,15429,24125,0,type4
4,286,819,23696,26704,33824,16347,32400,2131,30776,10576,type3
4,286,822,20912,14512,23469,5419,32400,2704,40411,16560,type5
4,286,825,31632,22464,33661,15931,32400,2309,24576,3552,type3
4,286,834,23456,20192,33427,14184,32432,1376,32573,8800,type3
4,286,836,23200,25888,38859,23789,32400,1653,42027,12976,type5
4,286,841,6688,6176,34704,18440,32400,781,36171,10512,type5
4,286,842,5120,4720,40435,24208,32416,389,38323,12528,type5
4,286,845,19872,26112,29088,13600,32416,6821,13269,0,type4
4,286,849,6816,7568,39893,23091,32400,1717,45395,17392,type2
4,286,853,20816,11120,27293,9709,32416,14229,18771,0,type4
4,286,857,7024,3696,36408,20552,32400,13021,25128,368,type4
4,286,860,8592,15120,18584,2539,32400,4227,12171,0,type3
4,286,866,33776,42720,46493,26339,32416,2528,35573,11024,type5
4,286,869,38544,36864,50672,31168,32400,8496,41072,16608,type2
4,286,876,22624,24240,34520,17155,32416,9901,15933,2064,type4
4,286,877,27280,37344,42621,26208,32400,1285,33363,8464,type5
4,286,889,30672,22928,52341,35109,32400,2661,47144,18944,type2
4,286,894,4000,496,28824,6363,32400,227,24357,2784,type3
4,286,895,8432,5408,35531,19496,32400,1440,30360,8640,type3
4,286,896,27376,25776,36453,20864,32400,1675,30336,10896,type5
4,286,907,29840,35072,44816,29107,32384,1677,38792,13328,type5
4,286,909,28784,24912,33525,15685,32400,3672,30229,5072,type3
4,286,913,3648,4640,41352,24603,32416,24637,28360,10464,type4
4,286,916,25968,19312,31803,14040,32416,2312,32408,9264,type3
4,286,923,5104,9936,32381,16789,32400,1643,21939,0,type3
4,286,925,15424,19200,34888,17411,32416,2011,41731,15296,type5
4,286,926,3616,9232,36984,20424,32400,1883,37085,14432,type5
4,286,927,17824,25776,32912,16184,32400,8307,17925,0,type4
4,286,932,15728,21840,46931,33211,32400,5317,41400,15184,type2
4,286,934,7328,9968,35565,21960,32400,2680,41283,18912,type2
4,286,935,21536,31584,37800,19011,32432,1541,26808,3456,type3
4,286,947,23664,23568,35880,17013,32416,1971,24320,6544,type3
4,286,948,19488,22208,31176,14075,32416,10659,20917,640,type4
4,286,950,22656,22240,37357,17096,32400,648,38395,13712,type5
4,286,952,13984,16736,32693,15715,32400,1200,35752,12912,type5
4,286,955,22896,17744,37891,23088,32400,3155,38416,11840,type5
4,286,956,33168,23824,31707,11757,32400,1595,31349,112,type3
4,286,958,28224,19664,29627,10947,32416,11387,16107,0,type4
4,286,959,7696,9712,25595,10187,32400,1549,35187,10960,type3
4,286,962,3504,3648,10891,0,32400,6493,7587,0,type4
4,286,965,19824,28272,33128,14763,32432,9077,10605,0,type4
4,286,966,16928,22608,33832,15363,32416,2477,35184,13312,type5
4,286,970,7936,6064,25565,10947,32400,3131,36733,5312,type3
4,286,977,5328,5104,21765,1997,32400,1501,14080,3312,type3
4,286,980,5824,5232,11208,0,32400,7445,27784,2400,type3
4,286,988,13760,17696,43144,26000,32400,1432,39968,10672,type5
4,286,993,26176,26672,35981,19475,32400,10464,20235,0,type4
4,286,994,24144,25120,40211,24269,32416,16555,22907,2704,type4
4,286,997,19296,27712,28133,11056,32400,2283,15667,5696,type3
4,286,999,26736,17488,33829,17819,32400,1568,12251,0,type3
4,286,1001,16160,19408,38360,17952,32400,2525,35501,11824,type5
4,286,1003,20896,24608,37584,19232,32400,2893,33408,6608,type5
4,286,1004,29056,22496,37053,16541,32416,1731,27885,10592,type3
4,286,1009,26784,19376,33933,22840,32400,2427,26368,4304,type3
4,286,1013,14848,23632,35776,20000,32400,2005,25787,3072,type3
4,286,1014,23152,14224,33680,14181,32400,1829,33936,11872,type5
4,286,1015,5168,10576,37800,19344,32416,2288,39005,13440,type5
4,286,1017,7520,15712,19139,3397,32400,0,18075,0,type3
4,286,1020,6992,8304,35320,18891,32416,14195,22744,3648,type4
4,286,1021,5328,1504,37891,22459,32416,17832,24981,9984,type4
4,286,1026,24752,24336,42664,25784,32416,40,31877,8496,type5
4,286,1028,24576,33792,36003,20755,32400,2069,33979,7776,type5
4,286,1029,22144,24912,32765,15275,32400,1709,27955,8320,type3
4,286,1031,9504,7968,15685,120,32400,1253,17411,6464,type3
4,286,1032,23824,21008,36387,11165,32400,2093,32179,27264,type5
4,286,1034,25744,28672,41707,22019,32416,2741,37987,13696,type5
4,286,1036,11328,13728,40019,22461,32416,1856,43821,13168,type2
4,286,1037,24352,24816,41648,21944,32416,1664,35392,7152,type5
4,286,1039,5904,10368,38893,23461,32416,1891,42800,19920,type2
4,286,1047,28560,20128,28568,15283,32400,944,34541,12880,type5
4,286,1048,28336,22160,34043,15552,32400,1896,33757,6032,type3
4,286,1049,24544,16400,29400,15099,32400,1512,24285,3552,type3
4,286,1050,14592,16784,38925,21059,32400,4456,34048,12400,type5
4,286,1052,15888,21200,38264,20875,32400,2331,38171,13872,type5
4,286,1060,5776,5376,40677,27147,32416,2760,48371,19536,type2
4,286,1061,24272,16032,39640,21963,32400,2384,34717,9968,type5
4,286,1063,6048,2656,40851,23424,32400,0,46472,20448,type2
4,286,1064,19264,28592,29376,10011,32416,1949,25261,0,type3
4,286,1065,7088,16144,32843,14885,32400,1163,36432,16592,type5
4,286,1067,16416,25472,25645,7019,32416,2501,19211,1808,type3
4,286,1068,9104,14560,21741,4640,32416,1437,32451,1280,type3
4,286,1074,27136,19440,28936,8189,32400,2613,31864,14208,type5
4,286,1075,18832,10016,44611,28211,32416,2296,43173,12208,type2
4,286,1081,29792,24192,34325,19691,32400,2107,12083,0,type3
4,286,1086,19616,21728,34253,17117,32400,5667,16120,2048,type4
4,286,1088,3456,3280,39939,23304,32400,23843,29667,9904,type4
4,286,1090,5920,4048,41109,23837,32416,1472,44392,16112,type2
4,286,1091,29104,23968,31824,11320,32400,1075,23368,5008,type3
4,286,1094,27856,32576,49827,31373,32400,2549,39120,8272,type5
4,286,1095,28736,25936,39704,23392,32400,1512,24923,9888,type3
4,286,1098,7392,3632,39467,23648,32416,24867,29643,4928,type4
4,286,1099,27984,23088,33733,15725,32400,12536,14123,3504,type4
4,286,1104,10048,18176,41720,26251,32416,4717,39547,16080,type2
4,286,1105,5920,15072,30653,15024,32400,25509,25587,640,type4
4,286,1106,28704,23568,39645,20768,32400,227,35035,9328,type5
4,286,1110,3344,272,38779,20331,32416,2389,44325,15888,type2
4,286,1111,20336,30256,32584,15715,32416,1003,28781,8528,type3
4,286,1113,25792,18192,33931,14795,32416,0,31600,10960,type5
4,286,1123,25824,20928,36408,18611,32416,2152,38547,11952,type5
4,286,1128,10608,17680,49184,31464,32416,4488,42021,11616,type2
4,286,1134,21808,21568,42301,25411,32416,1621,39443,10784,type5
4,286,1137,29328,20944,29061,14064,32400,1373,26251,3296,type3
4,286,1144,5168,8544,45504,28243,32416,2285,43731,15648,type2
4,286,1149,6688,10304,17136,1013,32400,1048,26992,8208,type3
4,286,1151,20016,24752,28821,11195,32400,1664,30083,4976,type3
4,286,1153,5488,13456,40040,22608,32416,784,35539,15216,type5
4,286,1155,18704,19600,38704,21237,32400,2299,43912,17136,type2
4,286,1159,5456,12704,41653,24131,32416,1621,40197,6928,type5
4,286,1169,26080,27472,37557,19915,32416,32,26712,3488,type3
4,286,1176,5056,4832,43019,25405,32416,2504,40859,17264,type2
4,286,1178,10112,17808,30077,14067,32400,13792,19107,1808,type4
4,286,1180,21984,26048,39096,19568,32416,1453,35667,12944,type5
4,286,1184,29648,20048,28005,10472,32400,1427,26341,9616,type3
4,286,1185,5952,1344,11757,429,32400,1923,13155,0,type3
4,286,1187,23520,16608,33091,14885,32400,832,32165,8128,type3
4,287,1191,21056,25376,31795,12725,32400,2363,31109,13840,type5
4,287,1192,8560,7920,20504,5312,32416,21459,22317,0,type4
4,287,1193,26752,17280,31976,12557,32416,936,29317,9200,type3
4,287,1197,30208,31136,43747,26309,32400,2240,24112,2624,type3
4,287,1201,7440,2736,17595,1067,32400,1867,36717,16208,type5
4,287,1202,9744,1312,15445,1613,32416,1696,28781,11040,type3
4,287,1206,32016,22416,37387,21725,32400,1341,36067,11904,type5
4,287,1210,4464,96,25491,10347,32416,12392,18669,0,type4
4,287,1211,35552,32848,47261,29155,32400,3000,34669,9648,type5
4,287,1213,13120,15392,26771,4805,32400,1944,28643,5616,type3
4,287,1214,20768,25248,32032,13363,32400,1072,32696,8784,type3
4,287,1216,7248,6304,43184,25456,32400,1168,44179,16384,type2
4,287,1218,16048,17872,33581,15912,32416,1328,35597,12224,type5
4,287,1221,5824,5392,40560,24283,32400,19720,23912,6192,type4
4,287,1223,5168,9248,38259,20387,32416,2579,44248,16144,type2
4,287,1224,5712,1232,31141,15867,32400,20752,25360,8064,type4
4,287,1233,18784,23504,28357,9112,32400,0,29960,0,type3
4,287,1237,30352,24448,32659,11528,32400,1501,29301,7488,type3
4,287,1242,5328,11264,42317,22832,32416,723,43912,16432,type2
4,287,1244,13296,8832,31957,13819,32416,1248,37272,6288,type5
4,287,1247,5360,2192,43528,27955,32400,3517,43232,19408,type2
4,287,1253,6320,208,37659,23141,32416,12845,24173,6288,type4
4,287,1256,4496,3216,16568,1547,32400,1296,12136,0,type3
4,287,1257,5680,8000,42147,25421,32416,1627,42019,16880,type2
4,287,1258,22288,29328,31112,15259,32416,1517,19779,6912,type3
4,287,1259,19600,24656,27325,7075,32416,3371,32104,11776,type3
4,287,1260,19984,28160,27029,11760,32416,7320,12077,0,type4
4,287,1262,17616,26336,41763,23472,32400,2541,37637,8144,type5
4,287,1268,12480,17408,30189,12549,32400,0,31227,13376,type3
4,287,1269,24528,27488,36845,19931,32400,1653,26160,11984,type3
4,287,1270,24880,16640,28267,8651,32400,1245,30811,8528,type3
4,287,1276,4368,8368,10213,0,32400,352,28155,5872,type3
4,287,1279,32128,23424,31131,14224,32416,2448,23237,0,type3
4,287,1280,22208,15808,37811,18728,32400,2371,42219,15872,type2
4,287,1281,11024,20672,35467,19339,32416,11488,15019,0,type4
4,287,1285,12032,5536,39283,21904,32416,3675,44616,19024,type2
4,287,1290,28448,27440,37112,19411,32400,2531,28677,0,type3
4,287,1292,31968,27152,36472,21704,32400,4029,34147,6656,type5
4,287,1294,14304,4720,37667,21051,32400,12571,19971,2960,type4
4,287,1296,8192,8064,16573,0,32416,2112,13339,0,type3
4,287,1301,15040,7840,37456,18080,32400,3163,39867,9328,type5
4,287,1302,20720,29664,32027,13824,32416,376,27365,10448,type3
4,287,1306,31792,23888,35467,22451,32416,2837,30416,13440,type5
4,287,1309,15728,24320,32821,11984,32400,1611,34875,8672,type5
4,287,1312,13808,5056,37251,17544,32416,1595,41472,12992,type5
4,287,1313,8064,12144,20371,4176,32400,2413,36341,8928,type3
4,287,1316,5456,15136,32123,17355,32400,11600,23029,0,type4
4,287,1319,16896,19504,36979,20613,32400,1232,35755,9392,type5
4,287,1322,4832,10080,14899,1408,32400,1749,14941,0,type3
4,287,1324,37088,29104,43085,21381,32400,2989,36904,9360,type5
4,287,1326,19424,28912,29515,13451,32400,9541,15680,0,type4
4,287,1330,20272,27040,44232,25387,32416,1717,25597,11184,type3
4,287,1334,26032,17680,42960,26093,32416,2035,38635,11152,type5
4,287,1337,14736,22176,31920,8325,32400,4208,13525,0,type3
4,287,1341,25536,26032,34416,16056,32400,9336,12181,0,type4
4,287,1342,5696,5456,42933,25213,32416,763,44920,17824,type2
4,287,1346,26048,16720,34613,13405,32416,2867,31840,3648,type3
4,287,1350,18160,19392,31781,13077,32400,6024,10813,0,type4
4,287,1352,19072,26784,30763,14339,32400,1643,26299,0,type3
4,288,1355,15776,21744,38909,24256,32416,717,36400,9360,type5
4,288,1365,17440,26896,35755,19107,32432,26301,25763,6048,type4
4,288,1366,36720,34032,47445,28931,32400,1277,26589,704,type3
4,288,1368,38624,32560,51349,32059,32432,3987,38856,15568,type2
4,288,1372,4672,3872,40872,22595,32416,3304,46648,17280,type2
4,288,1373,11104,5824,39541,20352,32400,2259,44693,21584,type2
4,288,1374,20048,28512,33613,17712,32416,24200,28603,0,type4
4,288,1375,3552,10160,38208,21083,32416,27939,32451,2096,type4
4,288,1376,5856,9920,36763,20979,32400,16405,19800,0,type4
4,288,1379,5712,15040,38035,21104,32400,4272,38451,15680,type5
4,288,1381,26720,22064,30509,7637,32416,1856,29357,2560,type3
4,288,1384,24864,20112,32723,15117,32400,1595,25960,3872,type3
4,288,1385,20672,18432,35501,14651,32400,4349,35173,10112,type5
